Genotype	Deletions	Plant	LeafLength	Nod	PinkNod	GreenNod
Gm20.2	4gene	9	NA	0.42	0	0
Gm20.2	4gene	9	NA	0.188	0	0
Gm20.2	4gene	10	24.867	0.309	0	0
Gm20.2	4gene	10	13.629	0.414	0	0
Gm20.2	4gene	10	NA	0.187	0	0
Gm20.2	4gene	10	NA	0.233	0	0
Gm20.2	4gene	10	NA	0.302	0	0
Gm20.2	4gene	10	NA	0.218	0	0
Gm20.2	4gene	10	NA	0.316	0	0
Gm20.2	4gene	10	NA	0.228	0	0
Gm20.2	4gene	10	NA	0.179	0	0
Gm20.2	4gene	10	NA	0.25	0	0
Gm20.2	4gene	10	NA	0.298	0	0
Gm20.2	4gene	10	NA	0.151	0	0
Gm20.2	4gene	10	NA	0.244	0	0
Gm20.2	4gene	10	NA	0.319	0	0
Gm20.2	4gene	10	NA	0.433	0	0
Gm20.2	4gene	10	NA	0.193	0	0
Gm20.2	4gene	10	NA	0.386	0	0
Gm20.2	4gene	10	NA	0.182	0	0
Gm20.2	4gene	10	NA	0.352	0	0
Gm20.2	4gene	10	NA	0.479	0	0
Gm20.2	4gene	10	NA	0.231	0	0
Gm20.2	4gene	10	NA	0.254	0	0
Gm20.2	4gene	10	NA	0.476	0	0
Gm20.2	4gene	10	NA	0.353	0	0
Gm20.2	4gene	10	NA	0.307	0	0
Gm20.2	4gene	10	NA	0.192	0	0
Gm20.2	4gene	10	NA	0.261	0	0
Gm20.2	4gene	10	NA	0.215	0	0
Gm20.2	4gene	10	NA	0.278	0	0
Gm20.2	4gene	10	NA	0.422	0	0
Gm20.2	4gene	35	4.32	0.549	0	0
Gm20.2	4gene	35	14.959	0.677	0	0
Gm20.2	4gene	35	21.506	0.448	0	0
Gm20.2	4gene	35	NA	0.322	0	0
Gm20.2	4gene	35	NA	0.216	0	0
Gm20.2	4gene	35	NA	0.433	0	0
Gm20.2	4gene	35	NA	0.391	0	0
Gm20.2	4gene	35	NA	0.27	0	0
Gm20.2	4gene	35	NA	0.582	0	0
Gm20.2	4gene	35	NA	0.325	0	0
Gm20.2	4gene	35	NA	0.363	0	0
Gm20.2	4gene	35	NA	0.336	0	0
Gm20.2	4gene	35	NA	0.25	0	0
Gm20.2	4gene	35	NA	0.297	0	0
Gm20.2	4gene	35	NA	0.439	0	0
Gm20.2	4gene	36	17.774	0.672	0	0
Gm20.2	4gene	36	18.408	0.402	0	0
Gm20.2	4gene	36	19.505	0.343	0	0
Gm20.2	4gene	36	NA	0.302	0	0
Gm20.2	4gene	36	NA	0.18	0	0
Gm20.2	4gene	36	NA	0.153	0	0
Gm20.2	4gene	36	NA	0.588	0	0
Gm20.2	4gene	36	NA	0.527	0	0
Gm20.2	4gene	36	NA	0.275	0	0
Gm20.2	4gene	36	NA	0.38	0	0
Gm20.2	4gene	36	NA	0.408	0	0
Gm20.2	4gene	36	NA	0.399	0	0
Gm20.2	4gene	36	NA	0.272	0	0
Gm20.2	4gene	36	NA	0.249	0	0
Gm20.2	4gene	36	NA	0.25	0	0
Gm20.2	4gene	36	NA	0.309	0	0
Gm20.2	4gene	36	NA	0.206	0	0
Gm20.2	4gene	36	NA	0.286	0	0
Gm20.2	4gene	36	NA	0.455	0	0
Gm20.2	4gene	36	NA	0.559	0	0
Gm20.2	4gene	36	NA	0.45	0	0
Gm20.2	4gene	36	NA	0.567	0	0
Gm20.2	4gene	36	NA	0.543	0	0
Gm20.2	4gene	36	NA	0.311	0	0
Gm20.2	4gene	36	NA	0.18	0	0
Gm20.2	4gene	36	NA	0.101	0	0
Gm20.2	4gene	36	NA	0.374	0	0
Gm20.2	4gene	36	NA	0.248	0	0
Gm20.2	4gene	36	NA	0.35	0	0
Gm20.2	4gene	36	NA	0.205	0	0
Gm20.2	4gene	36	NA	0.292	0	0
Gm20.2	4gene	36	NA	0.258	0	0
Gm20.2	4gene	36	NA	0.374	0	0
Gm20.2	4gene	36	NA	0.337	0	0
Gm20.2	4gene	36	NA	0.353	0	0
Gm20.2	4gene	37	13.122	0.288	0.588	0
Gm20.2	4gene	37	19.97	0.432	4.152	0
Gm20.2	4gene	37	33.459	0.778	0.515	0
Gm20.2	4gene	37	44.914	0.543	0.781	0
Gm20.2	4gene	37	44.501	0.216	0.734	0
Gm20.2	4gene	37	52.364	0.34	0.604	0
Gm20.2	4gene	37	51.856	0.244	0.578	0
Gm20.2	4gene	37	NA	0.247	0.873	0
Gm20.2	4gene	37	NA	1.127	2.051	0
Gm20.2	4gene	37	NA	0.263	0.47	0
Gm20.2	4gene	37	NA	0.519	0.738	0
Gm20.2	4gene	37	NA	0.496	1.253	0
Gm20.2	4gene	37	NA	0.313	0.591	0
Gm20.2	4gene	37	NA	0.324	0.549	0
Gm20.2	4gene	37	NA	0.268	0	0
Gm20.2	4gene	37	NA	1.259	0	0
Gm20.2	4gene	37	NA	1.033	0	0
Gm20.2	4gene	37	NA	0.467	0	0
Gm20.2	4gene	37	NA	0.339	0	0
Gm20.2	4gene	37	NA	0.32	0	0
Gm20.2	4gene	37	NA	0.47	0	0
Gm20.2	4gene	37	NA	1.057	0	0
Gm20.2	4gene	37	NA	0.232	0	0
Gm20.2	4gene	37	NA	0.312	0	0
Gm20.2	4gene	37	NA	0.394	0	0
Gm20.2	4gene	37	NA	0.371	0	0
Gm20.2	4gene	37	NA	0.807	0	0
Gm20.2	4gene	37	NA	1.111	0	0
Gm20.2	4gene	37	NA	1.231	0	0
Gm20.2	4gene	37	NA	0.27	0	0
Gm20.2	4gene	37	NA	0.736	0	0
Gm20.2	4gene	37	NA	0.331	0	0
Gm20.2	4gene	37	NA	0.255	0	0
Gm20.2	4gene	37	NA	0.165	0	0
Gm20.2	4gene	37	NA	0.288	0	0
Gm20.2	4gene	37	NA	0.297	0	0
Gm20.2	4gene	37	NA	0.201	0	0
Gm20.2	4gene	37	NA	0.495	0	0
Gm20.2	4gene	37	NA	2.726	0	0
Gm20.2	4gene	37	NA	0.849	0	0
Gm20.2	4gene	37	NA	1.132	0	0
Gm20.2	4gene	37	NA	1.654	0	0
Gm20.2	4gene	37	NA	1.18	0	0
Gm20.2	4gene	37	NA	0.963	0	0
Gm20.2	4gene	37	NA	0.438	0	0
Gm20.2	4gene	37	NA	0.51	0	0
Gm20.2	4gene	37	NA	0.339	0	0
Gm20.2	4gene	37	NA	0.837	0	0
Gm20.2	4gene	38	24.57	0.24	0.262	0
Gm20.2	4gene	38	15.532	0.379	0.433	0
Gm20.2	4gene	38	19.459	0.163	0.561	0
Gm20.2	4gene	38	39.119	0.505	0.223	0
Gm20.2	4gene	38	43.297	0.392	1.33	0
Gm20.2	4gene	38	50.543	0.9	0.643	0
Gm20.2	4gene	38	61.538	0.802	0.6	0
Gm20.2	4gene	38	62.434	0.466	2.227	0
Gm20.2	4gene	38	NA	0.678	0.214	0
Gm20.2	4gene	38	NA	0.854	0.53	0
Gm20.2	4gene	38	NA	0.416	0.779	0
Gm20.2	4gene	38	NA	0.896	0.715	0
Gm20.2	4gene	38	NA	0.401	0.081	0
Gm20.2	4gene	38	NA	2.057	0.873	0
Gm20.2	4gene	38	NA	0.221	1.262	0
Gm20.2	4gene	38	NA	0.383	0.153	0
Gm20.2	4gene	38	NA	0.189	0.554	0
Gm20.2	4gene	38	NA	0.243	0.812	0
Gm20.2	4gene	38	NA	0.64	0.92	0
Gm20.2	4gene	38	NA	0.519	1.806	0
Gm20.2	4gene	38	NA	0.239	1.049	0
Gm20.2	4gene	38	NA	0.341	0.803	0
Gm20.2	4gene	38	NA	0.449	0.156	0
Gm20.2	4gene	38	NA	0.406	0.45	0
Gm20.2	4gene	38	NA	0.49	0.184	0
Gm20.2	4gene	38	NA	0.986	0	0
Gm20.2	4gene	38	NA	0.17	0	0
Gm20.2	4gene	38	NA	0.321	0	0
Gm20.2	4gene	38	NA	0.394	0	0
Gm20.2	4gene	38	NA	0.421	0	0
Gm20.2	4gene	38	NA	0.457	0	0
Gm20.2	4gene	38	NA	2.952	0	0
Gm20.2	4gene	38	NA	0.572	0	0
Gm20.2	4gene	38	NA	0.167	0	0
Gm20.2	4gene	38	NA	0.138	0	0
Gm20.2	4gene	38	NA	0.912	0	0
Gm20.2	4gene	38	NA	0.681	0	0
Gm20.2	4gene	38	NA	0.931	0	0
Gm20.2	4gene	38	NA	1.444	0	0
Gm20.2	4gene	38	NA	0.305	0	0
Gm20.2	4gene	38	NA	0.376	0	0
Gm20.2	4gene	38	NA	0.279	0	0
Gm20.2	4gene	38	NA	1.533	0	0
Gm20.2	4gene	38	NA	0.441	0	0
Gm20.2	4gene	38	NA	1.335	0	0
Gm20.2	4gene	38	NA	0.272	0	0
Gm20.2	4gene	38	NA	0.303	0	0
Gm20.2	4gene	38	NA	0.372	0	0
Gm20.2	4gene	38	NA	0.373	0	0
Gm20.2	4gene	38	NA	0.246	0	0
Gm20.2	4gene	38	NA	0.285	0	0
Gm20.2	4gene	38	NA	0.701	0	0
Gm20.2	4gene	38	NA	0.356	0	0
Gm20.2	4gene	38	NA	0.502	0	0
Gm20.2	4gene	38	NA	0.191	0	0
Gm20.2	4gene	38	NA	0.383	0	0
Gm20.2	4gene	38	NA	0.412	0	0
Gm20.2	4gene	38	NA	0.193	0	0
Gm20.2	4gene	38	NA	0.773	0	0
Gm20.2	4gene	38	NA	1.268	0	0
Gm20.2	4gene	38	NA	1.207	0	0
Gm20.2	4gene	38	NA	2.444	0	0
Gm20.2	4gene	38	NA	1.553	0	0
Gm20.2	4gene	38	NA	1.19	0	0
Gm20.2	4gene	38	NA	0.409	0	0
Gm20.2	4gene	38	NA	0.924	0	0
Gm20.2	4gene	38	NA	0.369	0	0
Gm20.2	4gene	38	NA	0.429	0	0
Gm20.2	4gene	38	NA	0.131	0	0
Gm20.2	4gene	38	NA	0.697	0	0
Gm20.2	4gene	38	NA	0.667	0	0
Gm20.2	4gene	38	NA	0.443	0	0
Gm20.2	4gene	39	17.438	0.634	0	0
Gm20.2	4gene	39	15.157	0.623	0	0
Gm20.2	4gene	39	9.186	0.756	0	0
Gm20.2	4gene	39	NA	0.622	0	0
Gm20.2	4gene	39	NA	0.52	0	0
Gm20.2	4gene	39	NA	0.595	0	0
Gm20.2	4gene	39	NA	0.66	0	0
Gm20.2	4gene	39	NA	0.207	0	0
Gm20.2	4gene	39	NA	0.262	0	0
Gm20.2	4gene	39	NA	0.283	0	0
Gm20.2	4gene	39	NA	0.268	0	0
Gm20.2	4gene	40	11.844	0.311	0	0
Gm20.2	4gene	40	9.91	0.182	0	0
Gm20.2	4gene	40	13.461	0.051	0	0
Gm20.2	4gene	40	21.875	0.67	0	0
Gm20.2	4gene	40	NA	0.244	0	0
Gm20.2	4gene	40	NA	0.244	0	0
Gm20.2	4gene	40	NA	0.201	0	0
Gm20.2	4gene	40	NA	0.095	0	0
Gm20.2	4gene	40	NA	0.341	0	0
Gm20.2	4gene	40	NA	0.262	0	0
Gm20.2	4gene	40	NA	0.023	0	0
Gm20.2	4gene	40	NA	0.438	0	0
Gm20.2	4gene	40	NA	0.349	0	0
Gm20.2	4gene	40	NA	0.647	0	0
Gm20.2	4gene	40	NA	0.614	0	0
Gm20.2	4gene	40	NA	0.224	0	0
Gm20.2	4gene	40	NA	0.267	0	0
Gm20.2	4gene	40	NA	0.279	0	0
Gm20.2	4gene	40	NA	0.071	0	0
Gm20.2	4gene	41	23.914	0.304	0	0
Gm20.2	4gene	41	20.692	0.63	0	0
Gm20.2	4gene	41	9.955	0.314	0	0
Gm20.2	4gene	41	NA	0.391	0	0
Gm20.2	4gene	41	NA	0.221	0	0
Gm20.2	4gene	41	NA	0.19	0	0
Gm20.2	4gene	41	NA	0.593	0	0
Gm20.2	4gene	41	NA	0.381	0	0
Gm20.2	4gene	41	NA	0.228	0	0
Gm20.2	4gene	41	NA	0.592	0	0
Gm20.2	4gene	41	NA	0.324	0	0
Gm20.2	4gene	41	NA	0.369	0	0
Gm20.2	4gene	41	NA	0.453	0	0
Gm20.2	4gene	41	NA	0.235	0	0
Gm20.2	4gene	41	NA	0.254	0	0
Gm20.2	4gene	41	NA	0.323	0	0
Gm20.2	4gene	41	NA	0.35	0	0
Gm20.2	4gene	41	NA	0.232	0	0
Gm20.2	4gene	41	NA	0.688	0	0
Gm20.2	4gene	41	NA	0.225	0	0
Gm20.2	4gene	41	NA	0.303	0	0
Gm20.2	4gene	41	NA	0.408	0	0
Gm20.2	4gene	41	NA	0.084	0	0
Gm20.2	4gene	41	NA	0.095	0	0
Gm20.2	4gene	41	NA	0.24	0	0
Gm20.2	4gene	41	NA	0.21	0	0
Gm20.2	4gene	41	NA	0.396	0	0
Gm20.2	4gene	41	NA	0.179	0	0
Gm20.2	4gene	41	NA	0.526	0	0
Gm20.2	4gene	41	NA	0.256	0	0
Gm20.2	4gene	41	NA	0.288	0	0
Gm20.2	4gene	41	NA	0.252	0	0
Gm20.2	4gene	41	NA	0.288	0	0
MPC1.2	5gene	3	9.682	0.392	0	0
MPC1.2	5gene	3	24.679	0.528	0	0
MPC1.2	5gene	3	9.665	0.328	0	0
MPC1.2	5gene	3	19.906	0.355	0	0
MPC1.2	5gene	3	NA	0.267	0	0
MPC1.2	5gene	3	NA	0.351	0	0
MPC1.2	5gene	3	NA	0.239	0	0
MPC1.2	5gene	3	NA	0.35	0	0
MPC1.2	5gene	3	NA	0.338	0	0
MPC1.2	5gene	3	NA	0.211	0	0
MPC1.2	5gene	3	NA	0.374	0	0
MPC1.2	5gene	3	NA	0.457	0	0
MPC1.2	5gene	3	NA	0.445	0	0
MPC1.2	5gene	3	NA	0.078	0	0
MPC1.2	5gene	3	NA	0.166	0	0
MPC1.2	5gene	3	NA	0.273	0	0
MPC1.2	5gene	3	NA	0.332	0	0
MPC1.2	5gene	3	NA	0.311	0	0
MPC1.2	5gene	3	NA	0.176	0	0
MPC1.2	5gene	3	NA	0.226	0	0
MPC1.2	5gene	3	NA	0.388	0	0
MPC1.2	5gene	3	NA	0.549	0	0
MPC1.2	5gene	3	NA	0.466	0	0
MPC1.2	5gene	3	NA	0.367	0	0
MPC1.2	5gene	3	NA	0.258	0	0
MPC1.2	5gene	3	NA	0.252	0	0
MPC1.2	5gene	3	NA	0.393	0	0
MPC1.2	5gene	3	NA	0.474	0	0
MPC1.2	5gene	3	NA	0.151	0	0
MPC1.2	5gene	4	7.979	0.291	0	0
MPC1.2	5gene	4	19.11	0.36	0	0
MPC1.2	5gene	4	20.136	0.417	0	0
MPC1.2	5gene	4	NA	0.36	0	0
MPC1.2	5gene	4	NA	0.272	0	0
MPC1.2	5gene	4	NA	0.385	0	0
MPC1.2	5gene	4	NA	0.409	0	0
MPC1.2	5gene	4	NA	0.649	0	0
MPC1.2	5gene	4	NA	0.324	0	0
MPC1.2	5gene	4	NA	0.423	0	0
MPC1.2	5gene	4	NA	0.317	0	0
MPC1.2	5gene	4	NA	0.508	0	0
MPC1.2	5gene	4	NA	0.349	0	0
MPC1.2	5gene	4	NA	0.151	0	0
MPC1.2	5gene	4	NA	0.413	0	0
MPC1.2	5gene	4	NA	0.253	0	0
MPC1.2	5gene	4	NA	0.319	0	0
MPC1.2	5gene	4	NA	0.325	0	0
MPC1.2	5gene	4	NA	0.498	0	0
MPC1.2	5gene	4	NA	0.355	0	0
MPC1.2	5gene	4	NA	0.302	0	0
MPC1.2	5gene	4	NA	0.375	0	0
MPC1.2	5gene	4	NA	0.164	0	0
MPC1.2	5gene	4	NA	0.139	0	0
MPC1.2	5gene	4	NA	0.056	0	0
MPC1.2	5gene	4	NA	0.546	0	0
MPC1.2	5gene	4	NA	0.259	0	0
MPC1.2	5gene	4	NA	0.333	0	0
MPC1.2	5gene	4	NA	0.187	0	0
MPC1.2	5gene	4	NA	0.094	0	0
MPC1.2	5gene	4	NA	0.153	0	0
MPC1.2	5gene	4	NA	0.206	0	0
MPC1.2	5gene	4	NA	0.333	0	0
MPC1.2	5gene	4	NA	0.413	0	0
MPC1.2	5gene	4	NA	0.399	0	0
MPC1.2	5gene	4	NA	0.392	0	0
MPC1.2	5gene	4	NA	0.395	0	0
MPC1.2	5gene	4	NA	0.356	0	0
MPC1.2	5gene	4	NA	0.085	0	0
MPC1.2	5gene	4	NA	0.271	0	0
MPC1.2	5gene	4	NA	0.212	0	0
MPC1.2	5gene	4	NA	0.172	0	0
MPC1.2	5gene	4	NA	0.224	0	0
MPC1.2	5gene	4	NA	0.182	0	0
MPC1.2	5gene	4	NA	0.314	0	0
MPC1.2	5gene	4	NA	0.227	0	0
MPC1.2	5gene	5	19.608	0.341	0	0
MPC1.2	5gene	5	40.304	0.157	0	0
MPC1.2	5gene	5	30.977	0.286	0	0
MPC1.2	5gene	5	8.446	0.347	0	0
MPC1.2	5gene	5	34.114	0.338	0	0
MPC1.2	5gene	5	NA	0.252	0	0
MPC1.2	5gene	5	NA	0.047	0	0
MPC1.2	5gene	5	NA	0.168	0	0
MPC1.2	5gene	5	NA	0.407	0	0
MPC1.2	5gene	5	NA	0.266	0	0
MPC1.2	5gene	5	NA	0.31	0	0
MPC1.2	5gene	5	NA	0.176	0	0
MPC1.2	5gene	5	NA	0.324	0	0
MPC1.2	5gene	5	NA	0.248	0	0
MPC1.2	5gene	5	NA	0.79	0	0
MPC1.2	5gene	5	NA	0.23	0	0
MPC1.2	5gene	5	NA	0.523	0	0
MPC1.2	5gene	5	NA	0.374	0	0
MPC1.2	5gene	5	NA	0.402	0	0
MPC1.2	5gene	5	NA	0.233	0	0
MPC1.2	5gene	5	NA	0.159	0	0
MPC1.2	5gene	5	NA	0.223	0	0
MPC1.2	5gene	5	NA	0.288	0	0
MPC1.2	5gene	5	NA	0.548	0	0
MPC1.2	5gene	5	NA	0.362	0	0
MPC1.2	5gene	5	NA	0.45	0	0
MPC1.2	5gene	5	NA	0.41	0	0
MPC1.2	5gene	5	NA	0.453	0	0
MPC1.2	5gene	5	NA	0.237	0	0
MPC1.2	5gene	5	NA	0.38	0	0
MPC1.2	5gene	5	NA	0.329	0	0
MPC1.2	5gene	6	29.312	0.179	0	0
MPC1.2	5gene	6	28.731	0.296	0	0
MPC1.2	5gene	6	7.948	0.423	0	0
MPC1.2	5gene	6	NA	0.243	0	0
MPC1.2	5gene	6	NA	0.125	0	0
MPC1.2	5gene	6	NA	0.152	0	0
MPC1.2	5gene	6	NA	0.261	0	0
MPC1.2	5gene	6	NA	0.218	0	0
MPC1.2	5gene	6	NA	0.219	0	0
MPC1.2	5gene	6	NA	0.221	0	0
MPC1.2	5gene	6	NA	0.228	0	0
MPC1.2	5gene	6	NA	0.229	0	0
MPC1.2	5gene	6	NA	0.287	0	0
MPC1.2	5gene	6	NA	0.382	0	0
MPC1.2	5gene	6	NA	0.083	0	0
MPC1.2	5gene	6	NA	0.522	0	0
MPC1.2	5gene	6	NA	0.141	0	0
MPC1.2	5gene	6	NA	0.301	0	0
MPC1.2	5gene	6	NA	0.278	0	0
MPC1.2	5gene	6	NA	0.325	0	0
MPC1.2	5gene	6	NA	0.278	0	0
MPC1.2	5gene	6	NA	0.345	0	0
MPC1.2	5gene	6	NA	0.422	0	0
MPC1.2	5gene	6	NA	0.278	0	0
MPC1.2	5gene	6	NA	0.345	0	0
MPC1.2	5gene	6	NA	0.467	0	0
MPC1.2	5gene	6	NA	0.705	0	0
MPC1.2	5gene	6	NA	0.304	0	0
MPC1.2	5gene	6	NA	0.213	0	0
MPC1.2	5gene	6	NA	0.614	0	0
MPC1.2	5gene	6	NA	0.434	0	0
MPC1.2	5gene	6	NA	0.228	0	0
MPC1.2	5gene	6	NA	0.229	0	0
MPC1.2	5gene	6	NA	0.342	0	0
MPC1.2	5gene	6	NA	0.281	0	0
MPC1.2	5gene	6	NA	0.241	0	0
MPC1.2	5gene	6	NA	0.483	0	0
MPC1.2	5gene	6	NA	0.106	0	0
MPC1.2	5gene	6	NA	0.606	0	0
MPC1.2	5gene	6	NA	0.403	0	0
MPC1.2	5gene	6	NA	0.264	0	0
MPC1.2	5gene	6	NA	0.189	0	0
MPC1.2	5gene	11	28.7	0.371	0	0
MPC1.2	5gene	11	22.558	0.223	0	0
MPC1.2	5gene	11	NA	0.258	0	0
MPC1.2	5gene	11	NA	0.741	0	0
MPC1.2	5gene	11	NA	0.377	0	0
MPC1.2	5gene	11	NA	0.194	0	0
MPC1.2	5gene	11	NA	0.451	0	0
MPC1.2	5gene	11	NA	0.105	0	0
MPC1.2	5gene	11	NA	0.139	0	0
MPC1.2	5gene	11	NA	0.261	0	0
MPC1.2	5gene	11	NA	0.216	0	0
MPC1.2	5gene	11	NA	0.077	0	0
MPC1.2	5gene	11	NA	0.308	0	0
MPC1.2	5gene	11	NA	0.199	0	0
MPC1.2	5gene	11	NA	0.215	0	0
MPC1.2	5gene	11	NA	0.154	0	0
MPC1.2	5gene	11	NA	0.195	0	0
MPC1.2	5gene	11	NA	0.222	0	0
MPC1.2	5gene	11	NA	0.258	0	0
MPC1.2	5gene	11	NA	0.403	0	0
MPC1.2	5gene	11	NA	0.183	0	0
MPC1.2	5gene	11	NA	0.281	0	0
MPC1.2	5gene	11	NA	0.199	0	0
MPC1.2	5gene	11	NA	0.208	0	0
MPC1.2	5gene	11	NA	0.147	0	0
MPC1.2	5gene	11	NA	0.553	0	0
MPC1.2	5gene	11	NA	0.168	0	0
MPC1.2	5gene	11	NA	0.336	0	0
MPC1.2	5gene	11	NA	0.278	0	0
MPC1.2	5gene	11	NA	0.157	0	0
MPC1.2	5gene	11	NA	0.272	0	0
MPC1.2	5gene	11	NA	0.394	0	0
MPC1.2	5gene	11	NA	0.352	0	0
MPC1.2	5gene	11	NA	0.215	0	0
MPC1.2	5gene	11	NA	0.278	0	0
MPC1.2	5gene	11	NA	0.179	0	0
MPC1.2	5gene	11	NA	0.323	0	0
MPC1.2	5gene	11	NA	0.148	0	0
MPC1.2	5gene	11	NA	0.348	0	0
MPC1.2	5gene	11	NA	0.263	0	0
MPC1.2	5gene	11	NA	0.246	0	0
MPC1.2	5gene	12	16.27	0.212	0	0
MPC1.2	5gene	12	13.564	0.148	0	0
MPC1.2	5gene	12	16.891	0.178	0	0
MPC1.2	5gene	12	28.832	0.363	0	0
MPC1.2	5gene	12	19.227	0.429	0	0
MPC1.2	5gene	12	NA	0.272	0	0
MPC1.2	5gene	12	NA	0.166	0	0
MPC1.2	5gene	12	NA	0.266	0	0
MPC1.2	5gene	12	NA	0.226	0	0
MPC1.2	5gene	12	NA	0.309	0	0
MPC1.2	5gene	12	NA	0.272	0	0
MPC1.2	5gene	12	NA	0.396	0	0
MPC1.2	5gene	12	NA	0.324	0	0
MPC1.2	5gene	12	NA	0.209	0	0
MPC1.2	5gene	12	NA	0.311	0	0
MPC1.2	5gene	12	NA	0.284	0	0
MPC1.2	5gene	12	NA	0.218	0	0
MPC1.2	5gene	12	NA	0.195	0	0
MPC1.2	5gene	12	NA	0.233	0	0
MPC1.2	5gene	12	NA	0.155	0	0
MPC1.2	5gene	12	NA	0.314	0	0
MPC1.2	5gene	12	NA	0.223	0	0
MPC1.2	5gene	12	NA	0.141	0	0
MPC1.2	5gene	12	NA	0.108	0	0
MPC1.2	5gene	12	NA	0.288	0	0
MPC1.2	5gene	12	NA	0.479	0	0
MPC1.2	5gene	12	NA	0.62	0	0
MPC1.2	5gene	12	NA	0.33	0	0
MPC1.2	5gene	12	NA	0.105	0	0
MPC1.2	5gene	12	NA	0.207	0	0
MPC1.2	5gene	12	NA	0.255	0	0
MPC1.2	5gene	12	NA	0.119	0	0
MPC1.2	5gene	12	NA	0.277	0	0
MPC1.2	5gene	12	NA	0.46	0	0
MPC1.2	5gene	12	NA	0.25	0	0
MPC1.2	5gene	12	NA	0.231	0	0
MPC1.2	5gene	12	NA	0.353	0	0
MPC1.2	5gene	12	NA	0.195	0	0
MPC1.2	5gene	12	NA	0.209	0	0
MPC1.2	5gene	12	NA	0.066	0	0
MPC1.2	5gene	12	NA	0.125	0	0
MPC1.2	5gene	12	NA	0.27	0	0
MPC1.2	5gene	12	NA	0.254	0	0
MPC1.2	5gene	12	NA	0.409	0	0
MPC1.2	5gene	12	NA	0.193	0	0
MPC1.2	5gene	12	NA	0.305	0	0
MPC1.2	5gene	12	NA	0.258	0	0
MPC1.2	5gene	12	NA	0.112	0	0
MPC1.2	5gene	13	17.43	0.31	0	0
MPC1.2	5gene	13	37.544	0.577	0	0
MPC1.2	5gene	13	26.918	0.312	0	0
MPC1.2	5gene	13	12.892	0.31	0	0
MPC1.2	5gene	13	7.773	0.272	0	0
MPC1.2	5gene	13	NA	0.352	0	0
MPC1.2	5gene	13	NA	0.284	0	0
MPC1.2	5gene	13	NA	0.241	0	0
MPC1.2	5gene	13	NA	0.238	0	0
MPC1.2	5gene	13	NA	0.279	0	0
MPC1.2	5gene	13	NA	0.152	0	0
MPC1.2	5gene	13	NA	0.192	0	0
MPC1.2	5gene	13	NA	0.192	0	0
MPC1.2	5gene	13	NA	0.208	0	0
MPC1.2	5gene	13	NA	0.131	0	0
MPC1.2	5gene	13	NA	0.4	0	0
MPC1.2	5gene	13	NA	0.104	0	0
MPC1.2	5gene	13	NA	0.681	0	0
MPC1.2	5gene	13	NA	0.548	0	0
MPC1.2	5gene	13	NA	0.517	0	0
MPC1.2	5gene	13	NA	0.579	0	0
MPC1.2	5gene	13	NA	0.419	0	0
MPC1.2	5gene	13	NA	0.106	0	0
MPC1.2	5gene	14	3.502	0.273	0	0
MPC1.2	5gene	14	4.267	NA	NA	NA
MPC1.2	5gene	15	28.565	0.328	0	0
MPC1.2	5gene	15	18.032	0.345	0	0
MPC1.2	5gene	15	20.688	0.182	0	0
MPC1.2	5gene	15	NA	0.283	0	0
MPC1.2	5gene	15	NA	0.468	0	0
MPC1.2	5gene	15	NA	0.34	0	0
MPC1.2	5gene	15	NA	0.25	0	0
MPC1.2	5gene	15	NA	0.392	0	0
MPC1.2	5gene	15	NA	0.4	0	0
MPC1.2	5gene	15	NA	0.413	0	0
MPC1.2	5gene	15	NA	0.295	0	0
MPC1.2	5gene	15	NA	0.392	0	0
MPC1.2	5gene	15	NA	0.469	0	0
MPC1.2	5gene	15	NA	0.364	0	0
MPC1.2	5gene	15	NA	0.451	0	0
MPC1.2	5gene	15	NA	0.299	0	0
MPC1.2	5gene	15	NA	0.481	0	0
MPC1.2	5gene	15	NA	0.215	0	0
MPC1.2	5gene	15	NA	0.311	0	0
MPC1.2	5gene	15	NA	0.399	0	0
MPC1.2	5gene	15	NA	0.213	0	0
MPC1.2	5gene	15	NA	0.305	0	0
MPC1.2	5gene	15	NA	0.321	0	0
MPC1.2	5gene	15	NA	0.309	0	0
MPC1.2	5gene	15	NA	0.541	0	0
MPC1.2	5gene	15	NA	0.279	0	0
MPC1.2	5gene	15	NA	0.465	0	0
MPC1.2	5gene	16	4.722	0.517	0	0
MPC1.2	5gene	16	30.608	0.385	0	0
MPC1.2	5gene	16	25.696	0.291	0	0
MPC1.2	5gene	16	20.082	0.13	0	0
MPC1.2	5gene	16	NA	0.391	0	0
MPC1.2	5gene	16	NA	0.405	0	0
MPC1.2	5gene	16	NA	0.563	0	0
MPC1.2	5gene	16	NA	0.285	0	0
MPC1.2	5gene	16	NA	0.226	0	0
MPC1.2	5gene	16	NA	0.395	0	0
MPC1.2	5gene	16	NA	0.215	0	0
MPC1.2	5gene	16	NA	0.395	0	0
MPC1.2	5gene	16	NA	0.784	0	0
MPC1.2	5gene	16	NA	0.367	0	0
MPC1.2	5gene	16	NA	0.182	0	0
MPC1.2	5gene	16	NA	0.17	0	0
MPC1.2	5gene	16	NA	0.151	0	0
MPC1.2	5gene	16	NA	0.4	0	0
MPC1.2	5gene	16	NA	0.212	0	0
MPC1.2	5gene	16	NA	0.189	0	0
MPC1.2	5gene	16	NA	0.329	0	0
